name,domain,dataset_year,age,source,reference,reference_key,problem_type,num_rows,max_train_rows,num_cols,num_cols_after_preprocessing,missing_value_fraction,num_classes,minority_class_pct,num_numerical_cols,num_categorical_cols,num_datetime_cols,num_text_cols,num_binary_cols,num_numerical_non_binary_cols,num_categorical_non_binary_cols,num_datetime_non_binary_cols,num_text_non_binary_cols,max_categorical_cardinality,mean_categorical_cardinality,median_categorical_cardinality,num_high_cardinality_cats,categorical_non_binary_cardinalities,text_char_mean,text_char_median,text_char_max,text_char_num_high,num_repeats,num_folds,time_horizon,time_horizon_unit,task_type,time_on,group_on,stratify_on,group_time_on,group_labels,uri
garments_worker_productivity,industry & manufacturing,2020,6,UCI,"@article{imran2021mining,
    title={Mining the productivity data of the garment industry},
    author={Imran, Abdullah Al and Rahim, Md Shamsur and Ahmed, Tanvir},
    journal={International Journal of Business Intelligence and Data Mining},
    volume={19},
    number={3},
    pages={319--342},
    year={2021},
    publisher={Inderscience Publishers (IEL)}
}
",imran2021mining,regression,1197,1173,15,24,0.0355332776385408,,,10,4,1,0,1,10,3,1,0,12.0,6.25,5.5,0,"[5, 6, 12]",,,,,30,1,1,days,temporal,date,,,,,garments_worker_productivity/019db501-f4c4-7de2-b626-fcb769c7d82e
california_house_prices_2020,business & marketing,2021,5,Kaggle,"@misc{d2lcourse2021california_house_prices,
  author       = {d2lcourse},
  title        = {California House Prices},
  year         = {2021},
  howpublished = {\url{https://kaggle.com/competitions/california-house-prices}},
  note         = {Kaggle}
}
",d2lcourse2021california_house_prices,regression,41528,31146,41,657,0.1565197269194807,,,18,1,3,19,0,18,1,3,19,5.0,5.0,5.0,0,[5],67.79432128405803,15.0,5860.0,43190.0,3,1,10382,steps,temporal,time_index,,,,,california_house_prices_2020/019d7388-c562-72b3-a533-5f588dc737c9
coffee_rating_prediction,business & marketing,2023,3,Kaggle,"@misc{AlIrsyad2023CoffeeDataCoffeeReview,
  author = {Hanif Al Irsyad},
  title  = {Coffee Data CoffeeReview},
  year   = {2023},
  howpublished = {\url{https://www.kaggle.com/datasets/hanifalirsyad/coffee-scrap-coffeereview}},
  note   = {Kaggle dataset}
}
",AlIrsyad2023CoffeeDataCoffeeReview,regression,2369,2137,12,207,0.06296608977064866,,,3,2,1,6,0,3,2,1,6,5.0,3.0,3.0,0,[5],101.19954967632987,30.0,509.0,4696.0,5,1,6,months,temporal,review_date,,,,,coffee_rating_prediction/019d7388-dffd-7bc4-ab3d-40bf6581786e
consumer_complaints_1m,finance,2025,1,GOV Website,"@misc{cfpb2025ConsumerComplaintDatabase,
  author       = {{Consumer Financial Protection Bureau}},
  title        = {Consumer Complaint Database},
  year         = {2025},
  howpublished = {\url{https://www.consumerfinance.gov/data-research/consumer-complaints/}},
  note         = {Accessed: 2026-01-23},
}
",cfpb2025ConsumerComplaintDatabase,multiclass_classification,1226140,1000000,12,114,0.16095959678340158,3.0,2.1968127620010764,0,8,1,3,3,0,5,1,3,211.0,54.0,32.0,3,"[14, 58, 93, 211, 50]",351.35243618839786,31.0,35984.0,1187336.0,1,1,3,months,temporal,Date received,,Company response to consumer,,,consumer_complaints/versions/019d738b-4c6e-751f-972a-5f63b1508f70
lending_club_1m,finance,2018,8,Kaggle,"@article{sanz2025credit,
  title={Credit Risk Meets Large Language Models: Building a Risk Indicator from Loan Descriptions in P2P Lending},
  author={Sanz-Guerrero, Mario and Arroyo, Javier},
  journal={Inteligencia Artificial},
  volume={28},
  number={75},
  pages={220--247},
  year={2025}
}
",sanz2025credit,binary_classification,1064751,814751,96,278,0.3226203043403262,2.0,19.562132367098034,83,5,3,5,2,83,3,3,5,14.0,6.8,4.0,0,"[12, 14, 4]",15.125405170033595,5.0,3943.0,68083.0,1,1,1,years,temporal,issue_d,,Default,,,lending_club/versions/019d738c-5edd-7437-9116-e3bc87a8b0c5
kickstarter,business & marketing,2025,1,Other,"@misc{webrobots2026kickstarter,
  title        = {Kickstarter Datasets},
  author       = {{Web Robots}},
  howpublished = {\url{https://webrobots.io/kickstarter-datasets/}},
  note         = {Accessed: 2026-01-25},
  year         = {2026},
  organization = {Web Robots}
}
",webrobots2026kickstarter,binary_classification,187118,166292,15,206,0.05605268689632567,2.0,37.39351639072671,1,5,4,5,2,1,3,4,5,161.0,41.0,15.0,1,"[25, 161, 15]",44.72364891546464,21.0,255.0,142433.0,3,1,1,years,temporal,created_at,,state,,,kickstarter/019db497-6b35-71e0-9c6b-f4a7286f8f6f
sf_permit_time,business & marketing,2025,1,GOV Website,"@misc{SanFrancisco2026BuildingPermits,
  author = {{City and County of San Francisco}},
  title  = {Building Permits},
  year   = {2026},
  howpublished = {\url{https://data.sfgov.org/Housing-and-Buildings/Building-Permits/i98e-djp9/about_data}},
  note   = {DataSF Open Data Portal dataset, Accessed: 2026-02-05}
}
",SanFrancisco2026BuildingPermits,regression,116954,108379,37,480,0.25284438464834175,,,8,14,1,14,2,8,12,1,14,41.0,5.928571428571429,2.0,0,"[8, 5, 5, 3, 11, 41]",18.151501204817396,5.0,300.0,74795.0,6,1,1,years,temporal,Filed Date,,,,,sf_permit_time/019d738d-80c6-71a6-99f0-e3e0955ce2d0
mice_protein_trisomy_discriminant,biology & life sciences,2015,11,UCI,"@article{higuera2015self,
  title={Self-organizing feature maps identify proteins critical to learning in a mouse model of down syndrome},
  author={Higuera, Clara and Gardiner, Katheleen J and Cios, Krzysztof J},
  journal={PloS one},
  volume={10},
  number={6},
  pages={e0129126},
  year={2015},
  publisher={Public Library of Science San Francisco, CA USA}
}
",higuera2015self,multiclass_classification,1080,720,76,76,0.017007797270955166,8.0,9.722222222222221,76,0,0,0,0,76,0,0,0,,,,0,[],,,,,20,3,,,grouped,,MouseID,class,,per_group,mice_protein_trisomy_discriminant/019d738d-99a8-7850-b911-f244ac4ad485
musk,chemistry & material science,1994,32,UCI,"@article{dietterich1993comparison,
  title={A comparison of dynamic reposing and tangent distance for drug activity prediction},
  author={Dietterich, Thomas and Jain, Ajay and Lathrop, Richard and Lozano-Perez, Tomas},
  journal={Advances in neural information processing systems},
  volume={6},
  year={1993}
}
",dietterich1993comparison,binary_classification,6598,6106,166,166,0.0,2.0,15.413761745983631,166,0,0,0,0,166,0,0,0,,,,0,[],,,,,20,3,,,grouped,,molecule_name,class,,per_group,musk/019d738d-ae72-7a0a-a2e4-6b797ab153fd
micro_mass,biology & life sciences,2013,13,UCI,"@article{mahe2014automatic,
  title={Automatic identification of mixed bacterial species fingerprints in a MALDI-TOF mass-spectrum},
  author={Mahe, Pierre and Arsac, Maud and Chatellier, Sonia and Monnin, Val{\'e}rie and Perrot, Nadine and Mailler, Sandrine and Girard, Victoria and Ramjeet, Mahendrasingh and Surre, J{\'e}r{\'e}my and Lacroix, Bruno and others},
  journal={Bioinformatics},
  volume={30},
  number={9},
  pages={1280--1286},
  year={2014},
  publisher={Oxford University Press}
}
",mahe2014automatic,multiclass_classification,571,396,1082,1082,0.0,20.0,1.926444833625219,1082,0,0,0,40,1042,0,0,0,,,,0,[],,,,,20,3,,,grouped,,Strain,Species,,per_group,micro_mass/019d738d-c82e-796a-9343-e30919f324d5
parkinsons_biomedical_voice_measurements,medical & healthcare,2007,19,UCI,"@article{little2007exploiting,
  title={Exploiting nonlinear recurrence and fractal scaling properties for voice disorder detection},
  author={Little, Max and Mcsharry, Patrick and Roberts, Stephen and Costello, Declan and Moroz, Irene},
  journal={Nature Precedings},
  pages={1--1},
  year={2007},
  publisher={Nature Publishing Group UK London}
}
",little2007exploiting,binary_classification,195,135,23,23,0.0,2.0,24.615384615384617,23,0,0,0,0,23,0,0,0,,,,0,[],,,,,20,3,,,grouped,,patient_id,status,session_number,per_group,parkinsons_biomedical_voice_measurements/019d738d-db39-7b5b-83dc-664e66da1854
amex_non_iid_1m,finance,2022,4,Kaggle,"@misc{howard2022amex,
  author       = {Howard, Addison and AritraAmex and Xu, Di and Vashani, Hossein and inversion and Negin and Dane, Sohier},
  title        = {American Express -- Default Prediction},
  year         = {2022},
  howpublished = {Kaggle Competition},
  url          = {https://kaggle.com/competitions/amex-default-prediction},
  note         = {Accessed via Kaggle}
}
",howard2022amex,binary_classification,1249605,1000350,189,198,0.08585139147356809,2.0,24.87402019038016,177,11,1,0,21,156,11,1,0,8.0,5.0,4.0,0,"[6, 5, 3, 8, 4, 8, 3, 3, 8, 3, 4]",,,,,1,1,,,grouped,,customer_ID,target,S_2,per_group,amex_non_iid/versions/019d7455-0e4e-7261-9842-93177684d486
pancreatic_cancer_mouse_detection,medical & healthcare,2003,23,Other,"""@article{hingorani2003preinvasive,
  title={Preinvasive and invasive ductal pancreatic cancer and its early detection in the mouse},
  author={Hingorani, Sunil R and Petricoin, Emanuel F and Maitra, Anirban and Rajapakse, Vinodh and King, Catrina and Jacobetz, Michael A and Ross, Sally and Conrads, Thomas P and Veenstra, Timothy D and Hitt, Ben A and others},
  journal={Cancer cell},
  volume={4},
  number={6},
  pages={437--450},
  year={2003},
  publisher={Elsevier}
}""
",hingorani2003preinvasive,binary_classification,181,135,6771,6771,0.0,2.0,44.19889502762431,6771,0,0,0,0,6771,0,0,0,,,,0,[],,,,,20,3,,,grouped,,mouse_id,HasCancer,,per_group,pancreatic_cancer_mouse_detection/019d7391-358e-725a-bc70-bbee346e9267
early_learning_predictors,education,2023,3,Other,"@dataset{DataDrive2030_2024_elom_thrivebyfive,
    author       = {{DataDrive2030}},
    title        = {ELOM and Thrive by Five Index 2016--2023, Merged Data},
    version      = {1},
    year         = {2024},
    address      = {Cape Town},
    publisher    = {DataDrive2030},
    note         = {[dataset]. Producer: DataDrive2030; Distributor: DataFirst},
    doi          = {10.25828/WG0D-Y909},
    url          = {https://doi.org/10.25828/WG0D-Y909}
}
",DataDrive2030_2024_elom_thrivebyfive,regression,18874,12839,743,752,0.8031274481433937,,,231,511,1,0,402,219,121,1,0,1134.0,14.238747553816047,2.0,33,"[3, 4, 4, 107, 4, 52, 14, 152, 4, 10, 3, 3, 3, 3, 167, 103, 102, 3, 155, 84, 15, 10, 39, 5, 9, 49, 68, 70, 56, 45, 27, 17, 7, 3, 18, 12, 15, 30, 30, 11, 5, 25, 8, 167, 6, 94, 1134, 3, 47, 60, 28, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 31, 4, 60, 4, 12, 13, 66, 20, 11, 33, 21, 8, 27, 236, 201, 38, 5, 28, 15, 189, 18, 5, 33, 8, 16, 20, 42, 157, 137, 169, 114, 56, 53, 257, 83, 73, 82, 124, 9, 8, 16, 16, 93, 40, 10, 34, 29, 19, 3, 587]",,,,,3,3,,,grouped,,id_facility,,,per_sample,early_learning_predictors/019db4ff-b5e9-7b27-80b1-8cf2ca025d20
5g_energy_consumption,technology & internet,2023,3,HuggingFace,"@misc{huawei_netop_5g_energy_consumption,
  author       = {{HUAWEI Netop Team}},
  title        = {5G Network Energy Consumption Dataset},
  year         = {n.d.},
  howpublished = {\url{https://huggingface.co/datasets/netop/5G-Network-Energy-Consumption}},
  note         = {Dataset hosted on Hugging Face, accessed 2026-04-15}
}
",huawei_netop_5g_energy_consumption,regression,92629,62529,20,20,0.23549320407215882,,,18,2,0,0,1,18,1,0,0,12.0,7.0,7.0,0,[12],,,,,3,3,,,grouped,,BS,,,per_sample,5g_energy_consumption/019db4c5-d45f-7c07-80c9-bdd75ea01338
telemonitoring_parkinsons_biomedical_voice_measurements,medical & healthcare,2007,19,UCI,"@article{tsanas2009accurate,
  title={Accurate telemonitoring of Parkinson’s disease progression by non-invasive speech tests},
  author={Tsanas, Athanasios and Little, Max and McSharry, Patrick and Ramig, Lorraine},
  journal={Nature Precedings},
  pages={1--1},
  year={2009},
  publisher={Nature Publishing Group UK London}
}
",tsanas2009accurate,regression,502,354,19,19,0.0,,,18,1,0,0,1,18,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,grouped,,subject#,,test_time,per_sample,telemonitoring_parkinsons_biomedical_voice_measurements/019d7391-4b65-7d0e-a950-684a098c3df9
dementia_prediction,medical & healthcare,2010,16,Other,"@article{marcus2010open,
  title={Open access series of imaging studies: longitudinal MRI data in nondemented and demented older adults},
  author={Marcus, Daniel S and Fotenos, Anthony F and Csernansky, John G and Morris, John C and Buckner, Randy L},
  journal={Journal of cognitive neuroscience},
  volume={22},
  number={12},
  pages={2677--2684},
  year={2010},
}
",marcus2010open,multiclass_classification,370,258,8,8,0.007094594594594595,3.0,11.08108108108108,7,1,0,0,1,7,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,grouped,,Subject ID,CDR,,per_sample,dementia_prediction/019d7391-61e5-7cca-9a66-e85718233be9
covertype,environmental science & climate,1998,28,UCI,"@article{blackard1999comparative,
  title={Comparative accuracies of artificial neural networks and discriminant analysis in predicting forest cover types from cartographic variables},
  author={Blackard, Jock A and Dean, Denis J},
  journal={Computers and electronics in agriculture},
  volume={24},
  number={3},
  pages={131--151},
  year={1999},
  publisher={Elsevier}
}
",blackard1999comparative,multiclass_classification,512625,482741,13,13,0.0,3.0,4.000975371860521,10,3,0,0,0,10,3,0,0,35.0,15.0,6.0,0,"[35, 6, 4]",,,,,1,3,,,grouped,,Wilderness_Area,Cover_Type,,per_sample,covertype/019d7391-8e33-757b-b38a-79ec188fa001
sepsis_prediction_1m,medical & healthcare,2019,7,Other,"@article{reyna2020early,
  title={Early prediction of sepsis from clinical data: the PhysioNet/Computing in Cardiology Challenge 2019},
  author={Reyna, Matthew A and Josef, Christopher S and Jeter, Russell and Shashikumar, Supreeth P and Westover, M Brandon and Nemati, Shamim and Clifford, Gari D and Sharma, Ashish},
  journal={Critical care medicine},
  volume={48},
  number={2},
  pages={210--217},
  year={2020},
  publisher={LWW}
}
",reyna2020early,binary_classification,1228686,970175,42,42,0.6672615918065935,2.0,1.77995028835683,38,4,0,0,4,38,0,0,0,2.0,2.0,2.0,0,[],,,,,1,1,,,grouped,,Patient_ID,SepsisLabel,Hour,per_sample,sepsis_prediction/versions/019d7391-f36e-72f8-89d7-f7ca71725034
cardiotocography,medical & healthcare,2010,16,UCI,"@misc{campos2010cardiotocography,
  author       = {Campos, D. and Bernardes, J.},
  title        = {{Cardiotocography}},
  year         = {2000},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C51S4N}
}
",campos2010cardiotocography,multiclass_classification,2126,1568,22,22,0.0,3.0,8.278457196613358,22,0,0,0,1,21,0,0,0,,,,0,[],,,,,10,3,,,grouped,,patient_id,NSP,,per_sample,cardiotocography/019d7392-12c2-7a87-991c-13a7246555d4
sat11_hand_algo_runtime,technology & internet,2011,15,ASlib,"@inproceedings{xu-sat12a,
  author    = {L. Xu and F. Hutter and H. Hoos and K. Leyton-Brown},
  title     = {Evaluating Component Solver Contributions to Portfolio-Based Algorithm Selectors},
  pages     = {228-241},
  crossref  = {sat12}
}
@Proceedings{sat12,
  editor =         {A. Cimatti and R. Sebastiani},
  title =         {Proceedings of the Fifteenth International Conference on Theory and Applications of Satisfiability Testing (SAT'12)},
  booktitle = {Proceedings of the Fifteenth International Conference on Theory and Applications of Satisfiability Testing (SAT'12)},
  publisher =         springer,
  series =         lncs,
  volume =         7317,
  year =         2012
}
@article{bischl_aslib_2016,
	title = {{ASlib}: {A} {Benchmark} {Library} for {Algorithm} {Selection}},
	number = {237},
	journal = {Artificial Intelligence Journal (AIJ)},
	author = {Bischl, Bernd and Kerschke, Pascal and Kotthoff, Lars and Lindauer, Marius and Malitsky, Yuri and Fréchette, Alexandre and Hoos, Holger H. and Hutter, Frank and Leyton-Brown, Kevin and Tierney, Kevin and Vanschoren, Joaquin},
	year = {2016},
	pages = {41--58}
}
","xu-sat12a,sat12,bischl_aslib_2016",regression,2960,1980,169,169,0.03618263233647849,,,169,0,0,0,3,166,0,0,0,,,,0,[],,,,,10,3,,,grouped,,instance_id,,,per_sample,sat11_hand_algo_runtime/019d7392-268a-7998-a20d-29e9a2236dcd
asp_potassco_classification,technology & internet,2014,12,ASlib,"@article{hoos2014claspfolio,
  title={claspfolio 2: Advances in algorithm selection for answer set programming},
  author={Hoos, Holger and Lindauer, Marius and Schaub, Torsten},
  journal={Theory and Practice of Logic Programming},
  volume={14},
  number={4-5},
  pages={569--585},
  year={2014},
  publisher={Cambridge University Press}
}
@article{bischl_aslib_2016,
	title = {{ASlib}: {A} {Benchmark} {Library} for {Algorithm} {Selection}},
	number = {237},
	journal = {Artificial Intelligence Journal (AIJ)},
	author = {Bischl, Bernd and Kerschke, Pascal and Kotthoff, Lars and Lindauer, Marius and Malitsky, Yuri and Fréchette, Alexandre and Hoos, Holger H. and Hutter, Frank and Leyton-Brown, Kevin and Tierney, Kevin and Vanschoren, Joaquin},
	year = {2016},
	pages = {41--58}
}
","hoos2014claspfolio,bischl_aslib_2016",multiclass_classification,1212,935,136,136,0.10896549213744904,11.0,1.7326732673267327,136,0,0,0,3,133,0,0,0,,,,0,[],,,,,10,3,,,grouped,,task_id,algorithm,,per_sample,asp_potassco_classification/019d73ec-935f-7f88-8a82-af3ad2f44e9f
video_transcoding_time_prediction,technology & internet,2015,11,UCI,"@inproceedings{deneke2014video,
  title={Video transcoding time prediction for proactive load balancing},
  author={Deneke, Tewodors and Haile, Habtegebreil and Lafond, S{'e}bastien and Lilius, Johan},
  booktitle={2014 IEEE International Conference on Multimedia and Expo (ICME)},
  pages={1--6},
  year={2014},
  organization={IEEE}
}
",deneke2014video,regression,68784,49098,18,18,0.0,,,16,2,0,0,0,16,2,0,0,4.0,4.0,4.0,0,"[4, 4]",,,,,3,3,,,grouped,,video_id,,,per_sample,video_transcoding_time_prediction/019d7392-553f-7bb2-b0f4-0d80ea446f63
video_game_fps_prediction,technology & internet,2020,6,OpenML,"@inproceedings{peeters2021performance,
  title={Performance Prediction for Hardware-Software Configurations: A Case Study for Video Games},
  author={Peeters, Sven and Melnikov, Vitalik and H{""""u}llermeier, Eyke},
  booktitle={International Symposium on Intelligent Data Analysis},
  pages={222--234},
  year={2021},
  organization={Springer}
}
",peeters2021performance,regression,12288,8208,38,38,0.04810855263157895,,,28,10,0,0,7,26,5,0,0,24.0,4.8,2.0,0,"[6, 4, 3, 24]",,,,,3,3,,,grouped,,HardwareConfigId,,,per_sample,video_game_fps_prediction/019d7392-6ce5-72bc-b598-193597825a66
electric_motor_temperature_prediction,industry & manufacturing,2021,5,Kaggle,"@article{kirchgassner2020estimating,
  title={Estimating electric motor temperatures with deep residual machine learning},
  author={Kirchg{""a}ssner, Wilhelm and Wallscheid, Oliver and B{""o}cker, Joachim},
  journal={IEEE Transactions on Power Electronics},
  volume={36},
  number={7},
  pages={7480--7488},
  year={2020},
  publisher={IEEE}
}
",kirchgassner2020estimating,regression,1296316,968996,109,109,0.0,,,109,0,0,0,0,109,0,0,0,,,,0,[],,,,,1,1,,,grouped,,profile_id,,profile_time_index,per_sample,electric_motor_temperature_prediction/019d7392-e21f-7e60-9efb-2141c3513fd9
